index	topic	tweets	date	username	likes	retweets	replies	hashtags	class
81	Angka Nol Nomor Urut	"Mas @Dahnilanzar benarkah info ini, penggunaan angka Nol (0) didepan No. Pas capres &amp; cawapres khusus 02 akan tdk terbaca oleh komputer KPU? Mas pnya akses lbhh leluasa, pasti lbh mudah untuk mngcroscek hal ini.. Sy mnangkap publik saat ini bener2 takut jk trjd kecurangan (lagi) "	2018-09-25 16:45:10+00:00	Princeharry1st	5	4	2		False News
82	Angka Nol Nomor Urut	Menurut kawannya kawan-kawan saya. Bahasa binari itu hanya angka 0 dan angka 1. Tidak ada angka 2. Jadi cuma kecurangan yang bisa me..........kan si aaaaaaaaa...	2018-09-25 10:05:05+00:00	MasMoen	2	2	0		False News
83	Angka Nol Nomor Urut	Pak @fadlizon @prabowo @sandiuno @Fahrihamzah @saididu tolong perhatikan dengan cermat sistem komputer @KPU_ID karena mereka minta tambahkan angka 0 di depan nomor. Ini sangat berbahaya.. please Pak jgn sampe kecurangan ini berlanjut.. 	2018-09-26 07:41:19+00:00	rizki_yansyah	0	2	0		False News
84	Angka Nol Nomor Urut	Memori dalam CPU pun memakai sistem biner... Waspada tanda2 kecurangan rezim ini sudah terlihat didepan mata. Pantas saja, aneh sampai meminta langsung ke paslon no 2 utk memakai tambahan angka nol (0) #2019GantiPresiden #rezimpanik	2018-09-25 15:42:39+00:00	aldo_ernanda	2	0	1	#2019GantiPresiden #rezimpanik	False News
85	Angka Nol Nomor Urut	saya menolak angka 0 nol di angka capres no 2 prabowo sandi dalam pilpres 2019 mulai dari sekarang #TolakAngkaNol #CurangSejakAwal #2019GantiPresiden #PrabowoSandi #HancurkanPki	2018-09-25 10:46:01+00:00	MadTaruno	2	0	0	#TolakAngkaNol #CurangSejakAwal #2019GantiPresiden #PrabowoSandi #HancurkanPki	False News
86	Anies Dipayungi Jokowi	Dongok harusnya anies yang buka payung!	2018-10-25 03:04:55+00:00	MahesaTiwi	2	0	1		Misleading News
87	Anis Matta Dukung Jokowi	Waduh, mualaf Cebong nih... 	2018-10-04 03:50:16+00:00	eko_kuntadhi	153	75	98		Other 1
88	Anis Matta Dukung Jokowi	Ada KAMPRET jadi CEBONG MUALAF @wowoalqardusy @SiharMHSitorus @GunRomli	2018-10-04 16:41:49+00:00	papadavid1982	2	1	0		Other 1
89	Baliho Berbahasa Cina Kendari	Lama2 Bangsamu Punah... #LBP . . _________________________________ Baliho Tulisan Cina Terpasang di Bandara HLO Kendari, Danlanud Marah Besar - https://kendaripos.co.id/2019/04/baliho-tulisan-cina-terpasang-di-bandara-hlo-kendari-danlanud-marah-besar/	2019-04-01 22:49:11+00:00	CebongParno	12	10	0	#LBP	Misleading News
90	Baliho Berbahasa Cina Kendari	jika ini benar, aparat kita udah dikadali dan sudah di lecehkan, ganti presiden tdk akan ada yg model begini! Baliho Tulisan Cina Terpasang di Bandara HLO Kendari, Danlanud Marah Besar - https://kendaripos.co.id/2019/04/baliho-tulisan-cina-terpasang-di-bandara-hlo-kendari-danlanud-marah-besar/	2019-04-01 11:20:36+00:00	bintangku206	2	0	0		Misleading News
91	Baliho Pilpres Gowa	#IndonesiaCallsCarterCenter #IndonesiaCallsObservers #ILCHoaxDibasmiUUTerorisme BALIHO DARI KPU TIDAK NETRAL. Pemasangan baliho contoh surat suara Pilpres oleh KPU Di Kec Bontonompo Kab Gowa Mana foto capres cawapres 02? Luar biasa KPU Gowa Kalian sdh mencederai demokrasi 	2019-03-26 17:29:47+00:00	Mr_Ek196	276	248	120	#IndonesiaCallsCarterCenter #IndonesiaCallsObservers #ILCHoaxDibasmiUUTerorisme	Misleading News
92	Baliho Pilpres Gowa	Hari ini Pemasangan baliho contoh surat suara Pilpres oleh KPU Di Kec Bontonompo Kab Gowa Mana foto capres cawapres 02? Luar biasa KPU Gowa Kalian sudah mencederai demokrasi #IndonesiaCallsObservers	2019-03-26 23:30:05+00:00	RahmaAy86090311	28	26	14	#IndonesiaCallsObservers	Misleading News
93	Baliho Pilpres Gowa	Mohon info ttg BALIHO TIDAK NETRAL ini Pemasangan baliho contoh surat suara Pilpres di kec Bontonompo Kab Gowa.. Mana foto capres cawapres 02 ??? #IndonesiaCallsObservers	2019-03-26 12:53:43+00:00	Nanikosasih1	4	4	0	#IndonesiaCallsObservers	True News
94	Baliho Pilpres Gowa	Baliho Surat Suara Hanya Muat Capres 01 di Gowa, Ini Tanggapan KPU http://dlvr.it/R1hQJV	2019-03-28 02:41:09+00:00	riauaktual	0	3	0		True News
95	Banser Bakar Bendera Tauhid	Spy lbh jelas,simak video ini spy kita LBH cerdas menyikapi apa tujuan Banser membakar bendera itu,sy rasa TDK ada salah nya kalau atribut penghianat harus di bakar. @AkunTofa @Gemacan70 @MbahUyok @NetizenFPI @Informasi_FPI @Intel_FPI Kalian mau apa? Simak video ini👇.paham?	2018-10-22 20:10:36+00:00	dionbangsat	346	253	45		True News
96	Banser Bakar Bendera Tauhid	Buka twitter scroll timeline, sekarang rame banser bakar bendera bertuliskan kalimat tauhid yang katanya “bendera HTI” Jadi setiap bendera bertuliskan kalimat tauhid itu bendera HTI? Yaudah ya kalian2, ntar aja sidangnya di akhirat dengan hakim paling adil.	2018-10-22 23:09:49+00:00	SeledingTekel	15	12	6		True News
97	Banser Bakar Bendera Tauhid	Framing beritanya seolah2 itu bendera HTI, padahal tidak ada satu tulisan pun ttg HTI disitu. Hanya ada kalimat tauhid, dan itulah yg mereka bakar sambil bernyanyi kegirangan. Sy tdk ridho perbuatan kalian wahai banser!	2018-10-22 22:34:23+00:00	SumardiEvulae	17	9	3		Misleading News
98	Banser Bakar Bendera Tauhid	Aksi Bakar Bendera Banser, Semua Pihak Diminta Menahan Diri 	2018-10-22 19:25:27+00:00	CNNIndonesia	8	7	14		True News
99	Banser Bakar Bendera Tauhid	Gw juga mau bakar bendera Banser #BubarkanBanser	2018-10-22 23:25:45+00:00	DjamurSepur	7	5	0	#BubarkanBanser	Other 1
100	Banser Bakar Bendera Tauhid	Banser Bakar Bendera Tauhid, MUI Garut Serahkan Kasus Ini ke Polisi http://www.panjimas.com/news/2018/10/23/banser-bakar-bendera-tauhid-mui-garut-serahkan-kasus-ini-ke-polisi/	2018-10-22 22:36:36+00:00	panjimascom	8	3	0		True News
101	Banser Bakar Bendera Tauhid	Ironis dan sangat melukai hati ummat islam. Di hari santri. Bendera Tauhid di bakar oleh mereka yg mengaku umat islam dan paling pancasila. Banser.. perbuatan kalian melebihi keji nya kaum yahudi. Laknatullah a'laikum #BanserLaknatullah #BubarkanBanser	2018-10-22 21:19:58+00:00	mom_zha	6	2	1	#BanserLaknatullah #BubarkanBanser	Misleading News
102	Banser Bakar Bendera Tauhid	Dibalik oknum banser yg bakar bendera tauhid yg lbh jahat itu ketum dan elit2 ansor nya. Sdh ksh pelajaran/pemahaman apa smpe anggotanya kaya gtu hingga anti kalimah tauhid n dibakarnya.	2018-10-22 23:06:45+00:00	intanquinn	5	1	1		Misleading News
103	Banser Bakar Bendera Tauhid	Qut .... Org yg idiot saja tak akan berani bakar bendera tauhid selama ada sedebu iman di hatinya. Nah .... Banser dgn riang gembira dibakarnya tuh Al Liwa. Panji Rosululloh. #BubarkanBanser	2018-10-22 22:57:28+00:00	JegerTerminal	2	1	0	#BubarkanBanser	Misleading News
104	Banser Bakar Bendera Tauhid	Sepertinya ini bukan kasus pelecehan ormas, om.. kasus ini bisa dibilang kasus PENISTAAN AGAMA !!! Tapi kalo tetap mau bakar bendera banser silahkan om..dgn senang hati..😍 #BubarkanBanser	2018-10-22 19:23:40+00:00	moza3004	11	0	0	#BubarkanBanser	Other 1
105	Bantuan Turki Gempa Palu	Terima kasih Turki telah memberi perhatian dan bantuan kepada masyarakat korban gempa dan tsunami di Palu, Indonesia. Salam @RamliRizal @asboediono @AndiArief__ @RachlanNashidik @ChatibBasri @gitaluna @Fahrihamzah @zarazettirazr @ustadtengkuzul @EVALockheart @saididu @Pak_JK	2018-10-11 12:16:06+00:00	dipoalam49	467	108	10		True News
106	Bantuan Turki Gempa Palu	Tanpa di mintai KK dan KTP, Menteri Keuangan Turki Berikan Bantuan Kepada Warga Yg Korban Gempa Tsunami Palu. Kalo Menteri Keuangan NKRI gimane gaesss ?? 	2018-10-11 06:50:22+00:00	akai_clan	53	25	0		True News
107	Bantuan Turki Gempa Palu	"Menteri Keuangan Turki Berat Albayrak (menantu Erdogan) menyerahkan bantuan langsung kepada korban Gempa di Sulteng, TANPA KK &amp; KTP, Pemerintah seharusnya malu kepada mereka. Kami saja rakyat menangis karena TERHARU (kepada Turki) https://m.facebook.com/story.php?story_fbid=2003561702998035&amp;id=100000326751760 #prayforpaludonggala"	2018-10-11 16:33:05+00:00	apriduff63	43	16	2	#prayforpaludonggala	Misleading News
108	Batas Pengecekan Pemilih Pilpres	Jangan lupa hari ini terakhir mengecek daftar pemilih presiden. *Klik ini lebih gampang, cukup NIK aja* http://lindungihakpilihmu.kpu.go.id Kalo ga ditemukan segera lapor ke PPS Kelurahan..Ada perpanjangan pemutakhiran data pemilih..	2018-10-09 14:15:09+00:00	AsFairus	10	11	7		False News
109	Batas Pengecekan Pemilih Pilpres	Jangan lupa hari ini terakhir mengecek daftar pemilih presiden. Klik https://sidalih3.kpu.go.id *Apakah nama anda sudah masuk dalam daftar pemilih?* #2019GantiPresiden #2019PrabowoSandiMenang #PrabowoPresiden #PrabowoSandi #PrabowoSandiMenang #AdilMakmur #AdilMakmur2⃣	2018-10-09 00:47:21+00:00	Ida_Indah81	2	2	0	#2019GantiPresiden #2019PrabowoSandiMenang #PrabowoPresiden #PrabowoSandi #PrabowoSandiMenang #AdilMakmur #AdilMakmur2	False News
110	Batas Pengecekan Pemilih Pilpres	Yay! Barusan cek daftar pemilih presiden 2019 dan nama gw udh ada dong! Nama elu2 udh ada blom? Ayok ngecek! Jangan lupa hari ini terakhir mengecek daftar pemilih presiden. Klik https://sidalih3.kpu.go.id	2018-10-08 10:29:16+00:00	gambarable	0	2	0		False News
111	Batas Pengecekan Pemilih Pilpres	Jangan lupa hari ini terakhir mengecek daftar pemilih presiden. Klik https://sidalih3.kpu.go.id Ayo tmn2 seangkatan ini coblosan resmi pertama kita. Nyoblos ketua osis ga keitung resmi	2018-10-09 04:22:14+00:00	GRNMHD	0	0	2		False News
112	BDCS Internet	Saya Juga Pegang Data Siapa Saja Otak Dan Perencana Yang Melibatkan Mahasiswa Pada Kerusuhan 1998 . Bukti Surat , Percakapan , Video Serta Foto Tempat Nya Saya Juga Ada Yang Jelas 1998 Melibatkan Peran @wiranto1947 , @PDI_Perjuangan Dan @msoekarnoputri . YanG Di dalangi PKI	2018-11-05 16:35:21+00:00	HmEi7_IND	16	6	5		Other 1
113	BDCS Internet	@Telkomsel @kemkominfo Mohon informasi apakah benar nomor ini +6281370532525 adalah dari operator yg memberikan penawaran penukaran poin telkomsel? Karena saya minta konfirmasi data tp tdk benar dan asal saja. Rekaman percakapan ada di pada saya. Sepertin	2018-11-07 03:45:14+00:00	rickyvenan	0	0	2		Other 1
114	Beda Hasil C1 Pleno	Terulang Kembali ! Lagi,, Lagi,, & Lagi,, TERDAPAT FORM C1 PALSU YANG DI TAMPILKAN OLEH SCAN SITUNG @KPU_ID Dari Hasil Hitung Suara Pemilu Wilayah Perolehan TPS 33 Kel. Amplas Kec. Medan Amplas Kota Medan Prov. SUMATERA UTARA @KPU_ID ! ADALAH AKTOT/PALAKU UTAMA KECURANGAN	2019-05-01 16:00:22+00:00	HmEi7_IND	435	352	26		Other 2
115	Beda Hasil C1 Pleno	Klo diSITUNG @KPU_ID kita nemukan ada beberapa TPS C1 yg di upload aneh (tanda tangan hasil suara sah beda) maka daerah tersebut sdh jelas terindikasi C1 nya rata2 dipalsukan.. maka BPN/TIM 02 setempat hrs cek ke KPUD setempat krn mereka yg upload C1 ke situng KPU. itu kuncinya 	2019-05-02 03:28:44+00:00	kandargalang	401	263	13		Other 1
116	Beda Hasil C1 Pleno	di 17 TPS semua dimenangkan 02, hanya TPS 17 yang dimenangkan 01 menurut @KPU_ID tanpa di lampiri scan c1 nya. berikut hasil c1 plano yg saya ambil dari @KawalPemilu2019. suara yg tertukar.	2019-05-01 02:24:05+00:00	ach_syuja	8	10	3		Other 1
117	Beda Hasil C1 Pleno	"🔺Aplikasi input data harus sdh trdapat 👉data TPS"". Jangan sprti hanya terkunci hasil akhirnya 55 : 45 (%) shingga data inputnya sering berubah dri C1 asli. 🔺 Sering salah input-scan C1 itu disengaja, krn KPU TAHU KEASLIANNYA. #KPUNgejarQuickCount https://twitter.com/dektampu/status/1123579750683774977/video/1"	2019-05-03 12:21:38+00:00	FaqihSyahrir	13	7	1	#KPUNgejarQuickCount	Other 1
118	Beda Hasil C1 Pleno	9. Form C1 tsb oleh operator Situng haram untuk dinodai, baik melengkapi kolom kosong atau melakukan perbaikan. Kpu ingin publik mendapat informasi hasil pemilu dr TPS apa adanya #SitungBukanHasilAkhir #pemilu2019manual	2019-05-06 11:49:21+00:00	viryanazis	5	7	1	#SitungBukanHasilAkhir #pemilu2019manual	Other 1
119	Beda Hasil C1 Pleno	"Bapak @KPU_ID knp bnyk TPS di web ditulis sudah 100% tp pas di klik ""lihat form pindai C1"" gak ada, katanya belum ada data hasil pindai, 1 lg knp yg di upload bukan foto hologram asli c1, yg diupload hitam putih semua? Ini contoh TPS 03 Di cipete utara, tp TPS 04-07 juga gak ada "	2019-05-02 03:53:02+00:00	imascorgan	14	6	1		Other 1
120	Beda Hasil C1 Pleno	Muhammad Al-Khaththath himbau untuk melawan kecurangan Pemilu dengan tunjukkan hasil C1 dengan vlog video. Bahwa di TPS berlokasi di sini paslon no 02 menang tapi kenapa di server KPU kalah. http://ht.ly/wMVI30oAZs8	2019-05-01 01:57:09+00:00	kiblatnet	18	5	1		True News
121	Beda Hasil C1 Pleno	Akun mbahcamuka mengunggah formulir C1 hasil pleno pada salah satu TPS di Kecamatan Bangil Kabupaten Pasuruan dengan narasi bahwa hasil pleno berbeda dengan hasil Situng KPU RI http://bit.ly/2Y84kjc	2019-05-06 07:55:45+00:00	tempodotco	8	3	1		True News
122	Beda Hasil C1 Pleno	Banten > Kota Tangerang > Jatiuwung > Alam Jaya > TPS 07 Ternyata C1 yg diupload di Situng @KPU_ID milik TPS 27, bukan 07. Hasil TPS 27 tsb dimasukkan sbg data TPS 07.	2019-05-05 09:12:58+00:00	iwan_ideas	3	2	0		Other 1
123	Beda Hasil C1 Pleno	Trm ksh Pak Onno. Kami akan terus perbaiki. Situng digunakan sbg bentuk transparansi hasil pemilu di TPS kepada publik, khususnya scan form C1. Mmg ada bbrp kesalahan entri tim operator didaerah. Insya Allah semua kesalahan entri diperbaiki. Salam ramadhan🙏 #pemilu2019manual	2019-05-04 00:31:01+00:00	viryanazis	3	2	0	#pemilu2019manual	True News
124	Beda Hasil C1 Pleno	"Demi menjaga asa dan harapan pendukung 02 dan mengimbangi psywar situng KPU yg berdampak luas ke masyarakat mari kita usul ke tim BPN menampilkan situng hasil realcount berbasis C1 per TPS seluruh Indonesia. Klaim menang &gt;60% harus dibuktikan cc @AkunTofa @fadlizon @PriyoBudiS"	2019-05-03 06:49:46+00:00	udin_erudin93	10	1	0		Other 1
125	Beda Hasil C1 Pleno	Kalau terbukti benar formulir C1 yg ditemukan berbeda dengan hasil rekapitulasi di TPS maka kuat dugaan ada pihak2 yg memalsukannya untuk tujuan tertentu maka @bawaslu_RI @KPU_ID hrs segera melaporkannya ke @BareskrimPolri biar diusut dan ditangkap pelakunya.	2019-05-06 10:27:08+00:00	justiciabelen	8	1	0		Misleading News
126	Beda Hasil C1 Pleno	Sistem Informasi Hitung Suara (Situng) Komisi Pemilihan Umum (KPU) terindikasi melakukan input/scan form C1 yang tidak sesuai dengan hasil penghitungan suara di Tempat Pemungutan Suara (TPS). https://youtu.be/_4rk5qTxzUA lewat @YouTube	2019-05-02 23:32:41+00:00	lookinglove62	6	1	0		True News
127	Beda Hasil C1 Pleno	Saya mendukung siaran langsung oleh @tvOneNews dan @TVRINasional 24 jam non stop utk tayangkan hitung ulang terbuka.. atau mencocokkan hasil situng @KPU_ID dengan c1 tiap TPS.	2019-05-02 14:52:43+00:00	ndCapio	5	1	0		Other 1
128	Beda Hasil C1 Pleno	Coba KPU proaktif untuk mencari kesalahan input yang ada. Jangan tunggu laporan. Tidak mungkin hanya 200an TPS yang salah. Bisa dari membandingkan dgn hasil input KawalPemilu. Ini sudah ada yang bantu cross-check : http://cek.pilpres2019.yohandamandala.com/ Masih 4821 C1 yang tidak sama dgn Input. 	2019-05-03 14:58:23+00:00	mharisman	3	1	0		Other 1
129	Beda Hasil C1 Pleno	Makanya sebaik tim 02 daerah setempat..misalnya disalah 1 daerah stempat..klo ada menemukan C1 mcurigakan hasil tdk sama dg C1 Plano TPS ..segerlah TIM 02 stempat bawa C1 Asli 1 kecamatan..labrak KPUD setempat..minta tunjukan C1 mereka scan itu mana..cek smua. Maka akan ketahuan.	2019-05-02 04:15:58+00:00	kandargalang	3	1	0		Other 1
130	Beda Hasil C1 Pleno	Ada yg aneh di TPS ini coba tebak apa hayo, C1 lom bs dipindai tp dinyatakan 100% silahkan dibantu yg punya C1 diwilayah ini sbb jumlah suara sah dan hasil kedua calon ga sesuai ada yg hilang 100 suara @vasco_ruseimy @KPU_ID @bawaslu_RI @Fahrihamzah	2019-05-05 02:33:28+00:00	blacktoy6	2	1	1		Other 1
131	Beda Hasil C1 Pleno	"Kelurahan ditanya kebenaran hasil di tps tsb malah bilang tak tahu perolehn suara di semua tps. Pdhal pps brkedudukan di kelurahan &amp; mnurut aturan dpt salinan c1"	2019-05-05 14:20:27+00:00	surodilagan	2	1	0		Other 1
132	Beda Hasil C1 Pleno	KPU membeber catatannya tentang kesalahan petugas entri data formulir C1 atau salinan hasil pemungutan suara tingkat TPS ke laman Situng Pemilu 2019. #SitungKPU http://m.jpnn.com/amp/news/data-kpu-cuma-ada-224-kesalahan-entri-data-di-situng-pemilu	2019-05-03 16:23:02+00:00	jpnncom	2	1	0	#SitungKPU	True News
133	Beda Hasil C1 Pleno	Capek juga harus cek seluruh tps, tapi ya mau gimana lagi, pelajaran buat kita supaya gak mudah percaya hasil situng kpu, apalagi quick count di tv. Semoga ada dokumentasi c1 seluruh tps di kubu bpn. Lain kali pemilu sistemnya harus diperbaiki biar gak dicurangi di segala tahapan	2019-05-01 23:53:30+00:00	ErwinFirdaus	5	0	0		Other 1
134	Beda Hasil C1 Pleno	"Jika kemenangan curang ini dipkskan jngn slhkan akn terjadi disintegrasi, akn bnyk daerah yg tdk mengakui hasil pemilu yg curang. Penghitungan ulang c1 plano dari tps (lembar yg masih satu suara 1 lidi itu). Atau pemilu ulang dng kpu gabngan 01 &amp;02. Dari tps upload ke kpu pusat"	2019-05-05 14:40:23+00:00	tohari_ikhsan	3	0	1		Other 1
135	Beda Hasil C1 Pleno	Input data di Situng KPU untuk TPS 13 Bongkok, Kramat, Tegal-JaTeng masih data versi KPU bukan Lembar C1 Plano dan Pindai Scan C1 di Situng BELUM ADA DATA HASIL PINDAI. Demikian dari situs KPU 🙏 cc @fadlizon @Fahrihamzah @Dahnilanzar @MichelAdamNew	2019-05-01 05:42:55+00:00	Jasmerah96	2	0	1		Other 1
136	Beda Hasil C1 Pleno	"@KPU_ID @bawaslu_RI @sandiuno @PriyoBudiS Krn semakin banyak C1 Plano TPS yg aspal, semakin maraknya pembakaran &amp; pencurian kertas suara hasil pemilu, yg diangap biasa aja oleh KPU, bawaslu, dan kepolisian mk #C1PlanoBabinsaAdalahKunci utk perhitungan"	2019-05-04 17:51:43+00:00	Hendry_much	2	0	0	#C1PlanoBabinsaAdalahKunci	Other 1
137	Beda Hasil C1 Pleno	lalu puluhan ribu salah input itu apa? relawan 02 punya bukti form C1 asli yg ternyata beda dgn hasil KPU, saya bukan ahli komputer, tp ga bego2 amat utk ngeliat data2 yg masuk beda sama hasil di TPS... kalo lu emang jago komputer, lu aja yg pekok	2019-05-05 22:23:04+00:00	Ses_Mery67	0	0	2		Other 2
138	Beda Hasil C1 Pleno	Kalau untuk membedakan KPU dan Relawan saya rasa bisa, berdasarkan data masing2 TPS yang menunjukkan tipe form C1 Plano PPWP / C1 PPWP. Ini yang membedakan hasil scan dan hasil foto. Informasi ini saja yang saya ketahui, kalau selebihnya saya tidak tahu	2019-05-05 05:53:59+00:00	StevenMtd	0	0	2		Other 1
139	Beda Hasil C1 Pleno	koq 01 dirugikan? kesalahan input data itu bisa kedua pihak yg dirugikan. tp @KPU_ID control pembandingnya itu tetap ada. yaitu scan form C1. makanya hasil resmi perhitungan mereka adalah manual berjenjang yg dari TPS sampai pusat. ente msh belum paham2 jg hal ini? ga perlu audit	2019-05-02 08:11:22+00:00	rickydp19	0	0	2		Other 1
140	Beda Hasil C1 Pleno	ngapain audit2 forensik lagi? itu hanya jenis kesalahan input yg perlu di koreksi saja.. sederhana. sejak awal KPU sudah transparan membuka hasil data koq. Design aturan di TPS jg membolehkan setiap pihak punya catatan dan memfoto hasil form C1. sebenernya mau protes apa lagi?	2019-05-02 04:37:25+00:00	rickydp19	0	0	2		Other 1
141	Bendera Saudi Markas PBB	"[SALAH] ""Di Markas PBB cuma bendera saudi yg tidak pernah turun setengah tiang"" Yang disebut ""Markas PBB"" sebenarnya adalah gedung ""Central Plaza"" yang terletak di Hong Kong, tidak termasuk ... selengkapnya di bagian PENJELASAN dan REFERENSI http://bit.ly/2Rg6Bp4 #LawanHoax"	2018-10-25 18:07:45+00:00	TurnBackHoax	16	47	4	#LawanHoax	True News
142	Bendera Saudi Markas PBB	@RiniNizar72 pengibaran bendera setengah tiang di PBB pun bahkan tdk berlaku utk bendera Saudi, krn ada kalimat tauhidnya 	2018-10-24 08:00:38+00:00	sohen66	12	3	0		Other 2
143	Bendera Saudi Markas PBB	Di Markas PBB cuma bendera saudi yg tidak pernah turun setengah tiang.. karena adanya kalimat tauhid di bendera tsb. Disini malah bendera bertuliskan kalimat tauhid malah di bakar. Allohul musta'an	2018-10-22 13:24:06+00:00	Naszubeiry	0	2	1		Misleading News
144	Bendera Saudi Markas PBB	Di markas PBB cuma bendera Arab Saudi yg tdk pernah turun setengah tiang krn ada kalimat TAUHID.. disni mlh ada ormas NGANU bakar bendera yg ada kalimat tauhid.. lebih goblok lg malah ad yg belain ! 	2018-10-22 22:25:49+00:00	Naszubeiry	2	1	0		Misleading News
145	Bendera Tauhid Tidak Dilarang	"KEMENDAGRI TIDAK LARANG BENDERA TAUHID TAPI BENDERA HTI ! Saya tulis pakai huruf besar biar semua bisa baca &amp; ga ada lagi alasan utk sweeping &amp; membakar bendera tauhid &amp; simbol2 tauhid lainnya. Yang masih melakukan, pantas dikenakan pasal penistaan agama."	2018-11-09 09:37:11+00:00	Hilmi28	2206	789	69		Misleading News
146	Bendera Tauhid Tidak Dilarang	"Ishh kok tua"" goblog banget ya 🤣 malu""in aja, woyy di arab itu kerajaan bukan negara demokrasi jadi demontrasi tdk di bolehkan di sana, wong edannn berkoar"" 🤣 lantas ada yg mau bego""in orng indo dgn editan foto ini🤣 biar di sangka bendera tauhid di larang di arab 😪 "	2018-11-09 02:10:16+00:00	NonaArab3	40	16	6		Other 1
